id,year,text,category,proposer,outcome,outcome_date,Andrew,Bruce,Christine,Claude,David,Eileen,Gael,Iain,Jac,James F,James M,Kate,Lachy,Leslie,Pete,Rohan
2025-41,2025,"Blackpink has 4 members. One of the members, Lisa, has the highest number of followers on Instagram at 105M. As at 1 July 2025, of the Blackpink members, she will still be the member with the highest number of Instagram followers.",entertainment,Christine,True,,0.95,0.9,0.99,,0.8,0.2,0.75,0.5,0.8,,1.0,0.9,0.6899744811276125,,,0.48
2025-42,2025,"The next James Bond is announced, and the actor playing the role identifies as black.",entertainment,Christine,False,,0.55,0.4,0.3,,0.5,0.1,0.4,0.2,0.4,,0.2,0.8,0.598687660112452,,,0.49
2025-43,2025,The market value of the 35th anniversary Sylvanian Families Deluxe Celebration Home will surpass A$2000: see for example https://www.ebay.com.au/itm/395720810837?chn=ps&_ul=AU&norover=1&mkevt=1&mkrid=705-139619-5960-0&mkcid=2&mkscid=101&itemid=395720810837&targetid=2365752142950&device=m&mktype=pla&googleloc=9071971&poi=&campaignid=21776459266&mkgroupid=171915223801&rlsatarget=pla-2365752142950&abcId=10047394&merchantid=694128940&gad_source=1&gbraid=0AAAAAD97CxTMjt0s6W9OxT_H7Qei1ZYr8&gclid=EAIaIQobChMI2JvY_-HYigMV96dmAh1KqxiBEAQYASABEgKsA_D_BwE.,society,Christine,False,,0.4,0.2,0.3,,0.3,0.6,0.7,0.3,0.1,,0.25,0.2,0.6456563062257954,,,0.54
2025-44,2025,More than 500 new species will be added to Australia’s National Species List in 2025: see https://planetark.org/newsroom/news/750-new-species-added-to-australias-national-species-list,nature,Christine,,,0.6,0.6,0.4,,0.7,0.35,0.68,0.6,0.4,,0.48,0.7,0.35434369377420455,,,0.39
2025-45,2025,A Knight of the Seven Kingdoms series being released in 2025 - season 1 will have a rotten tomatoes rating of 90% or greater on 15 December,entertainment,Jac,False,,0.2,0.6,0.6,,0.7,0.35,0.65,0.3,0.3,,0.42,0.5,0.7310585786300049,,,0.49
2025-46,2025,The unemployment rate for Australia is no higher than 4.5% throughout the year until 15 December.,finance,Jac,True,,0.7,0.6,0.9,,0.7,0.25,0.3,0.6,0.6,,0.77,0.7,0.401312339887548,,,0.6
2025-47,2025,The People's Action Party will win fewer than 80 seats in the Singaporean general election.,politics,Jac,False,,0.3,0.55,0.3,,0.5,0.3,0.6,0.2,0.4,,0.32,0.7,0.31002551887238755,,,0.05
2025-48,2025,"Peace talks will commence in the Russian/Ukrainian war, involving official reprerestatives of at least Russia and Ukraine, with a declared intention of reaching agreement on ceasing hostilities",politics,Jac,True,,0.65,0.6,0.45,,0.5,0.35,0.7,0.6,0.6,,0.45,0.6,0.7310585786300049,,,0.53
2025-49,2025,Costa Georgiadis removes at least 10cm off his beard for a charitable purpose.,entertainment,Jac,False,,0.3,0.4,0.5,,0.5,0.1,0.4,0.2,0.4,,0.38,0.2,0.31002551887238755,,,0.13
2025-50,2025,"Norway’s election will see shift to right (biggest party will be more right wing than current biggest party, as defined by politpro.eu).",politics,Kate,False,,0.1,0.9,0.4,,0.5,0.2,0.7,0.7000000000000001,0.9,,0.42,0.7,0.6456563062257954,,,0.58
2025-51,2025,Justin Trudeau will lose Prime Ministership,politics,Kate,True,,0.6,0.99,0.9,,0.9,0.35,0.7,0.8,0.99,,0.99,0.99,0.598687660112452,,,0.99
2025-52,2025,Lewis Hamilton will rank lower this third in F1 drivers champ,sport,Kate,True,,0.3,0.7,0.5,,0.7,0.2,0.9,0.7000000000000001,0.8,,0.68,0.8,0.8021838885585817,,,0.1
2025-53,2025,THIS YEAR taylor will release debut re record.,entertainment,Kate,False,,0.65,0.75,0.5,,0.3,0.15,0.7,0.8,0.5,,0.68,0.6,0.5,,,0.4
2025-54,2025,There will be NO press photo of William and Harry smiling at each other in 2025: https://www.cambridge-news.co.uk/news/royals/psychic-who-predicted-covid-forecasts-30685794?int_source=amp_continue_reading&int_medium=amp&int_campaign=continue_reading_button#amp-readmore-target,royals,Kate,True,,0.6,0.55,0.3,,0.7,0.1,0.9,0.5,0.8,,0.28,0.8,0.6899744811276125,,,0.6
2025-55,2025,"Chimamanda Ngozi Adichie’s novel, “Dream Count” will be shortlisted for the Women’s Prize for fiction.",entertainment,Gael,False,,0.65,0.7,0.5,,0.7,0.2,0.85,0.8,0.9,,0.65,0.9,0.35434369377420455,,,0.6
2025-56,2025,"(Exactly) two out of these three novel titles will be long listed for the Booker Prize: “Ripeness” by Sarah Moss, “The city changes its face” by Eimear McBride, “Theory and Practice” by Michelle de Kretser.",entertainment,Gael,False,,0.25,0.3,0.5,,0.5,0.6,0.6,0.7000000000000001,0.4,,0.32,0.3,0.35434369377420455,,,0.46
2025-57,2025,Nicolette Boele (Independent) will win the seat of Bradfield in the 2025 Federal Election.,politics,Gael,False,,0.65,0.2,0.4,,0.5,0.5,0.8,0.8999999999999999,0.5,,0.5,0.3,0.19781611144141825,,,0.45
2025-58,2025,Timothée Chalamet will win the Best Actor Oscar for his role playing Bob Dylan in ‘A complete unknown.”,entertainment,Gael,False,,0.7,0.4,0.4,,0.4,0.5,0.8,0.8,0.4,,0.3,0.6,0.35434369377420455,,,0.35
2025-59,2025,The movie “Conclave’ will win Best Adapted Screenplay in the Oscars.,entertainment,Gael,True,,0.6,0.75,0.5,,0.75,0.5,0.75,0.6,0.9,,0.75,0.5,0.35434369377420455,,,0.75
2026-1,2026,Bruce Springsteen will release a new album with the E Street Band.,entertainment,Gael,,,0.6,0.4,0.58,0.2,0.4,0.55,0.6,0.6,0.2,0.45,0.58,0.7,0.19781611144141825,0.2,,0.34
2026-2,2026,"Katy Perry and Justin Trudeau will break up, as announced in MSM.",entertainment,Kate,,,0.3,0.2,0.6,0.35,0.4,0.4,0.6,0.5,0.2,0.55,0.2,0.7,0.19781611144141825,0.2,,0.45
2026-3,2026,Selena Gomez will announce her pregnancy.,entertainment,Kate,,,0.1,0.2,0.42,0.15,0.3,0.2,0.6,0.4,0.01,0.45,0.42,0.6,0.11920292202211757,0.2,,0.2
2026-4,2026,"T.O.P (Choi-Seung Hyun) who famously and acrimoniously retired from Kpop mega group, Big Bang, after marijuana possession charges, makes at least one appearance together with the remaining members of Big Bang on stage at a Big Bang concert this year",entertainment,James M,,,0.4,0.3,0.32,0.15,0.4,0.2,0.6,0.3,0.25,0.3,0.32,0.1,0.19781611144141825,0.2,,0.15
2026-5,2026,There will be a film or TV show released depicting a US invasion of Greenland. (From a channel or Studio with at least 2% domestic market share),entertainment,Andrew,,,0.2,0.3,0.06,0.12,0.5,0.1,0.6,0.6,0.5,0.3,0.06,0.2,0.19781611144141825,0.2,,0.23
2026-6,2026,A charizard (which can include mega charizard) will feature in the top 3 most expensive Pokémon cards for 2026 as published or reported by TCG Player: https://www.tcgplayer.com/content/article/The-10-Most-Expensive-Pokémon-Cards-of-2025/7f39e243-6210-44e0-9fe2-0e62d6ca83fb/?srsltid=AfmBOop3ObSHwOyzn1x--VS7ahsVc6jxB6Axq3uXeQrfvCsPtTTLz_kM,entertainment,Christine,,,0.7,0.6,0.92,0.72,0.6,0.2,0.6,0.6,0.6,0.5,0.93,0.8,0.8021838885585817,0.5,,0.49
2026-7,2026,NewJeans will release a new song and it will perform poorly (not chart within top 20 on any of the Korean music charts).,entertainment,Christine,,,0.25,0.3,0.7,0.12,0.5,0.3,0.6,0.6,0.3,0.4,0.05,0.6,0.19781611144141825,0.5,,0.1
2026-8,2026,Twice will sell out its Part 2 world tour in Tokyo (3 shows are scheduled for April 2026).,entertainment,Christine,,,0.65,0.99,0.98,0.85,0.3,0.85,0.6,0.7,0.6,0.7,0.99,0.7,0.7685247834990175,0.6,,0.1
2026-9,2026,"At least two out of the four 2026 movies shot in VistaVision (Digger, Remain, Narnia: The Magician’s Nephew and “Wuthering Heights”) will be nominated for best picture in either drama or musical/comedy at the Golden Globes (nominations are usually out sometime between Dec. 8-14, but if the date gets changed to later this year we can instead use Variety’s nomination predictions).",entertainment,James F,,,0.4,0.4,0.38,0.02,0.7,0.35,0.6,0.6,0.5,0.45,0.38,0.7,0.7685247834990175,0.8,,0.005
2026-10,2026,China's box office revenue exceeds US$7.4 billion for 2026.,entertainment,Eileen,,,0.7,0.8,0.72,0.35,0.5,0.55,0.6,0.7,0.7,0.45,0.72,0.3,0.23147521650098238,0.5,,0.6
2026-11,2026,The winner of the 2026 World Snail Racing Championships will win with a time under 3 minutes (https://snailracing.world/).,entertainment,James F,,,0.65,0.5,0.51,0.55,0.6,0.25,0.6,0.5,0.4,0.55,0.51,0.5,0.6456563062257954,0.9,,0.6
2026-12,2026,"Gold will go over US$5,000 an ounce.",finance,Gael,,,0.95,0.9,0.81,0.55,0.6,0.75,0.9,0.6,0.4,0.55,0.93,0.8,0.7310585786300049,0.1,,0.99
2026-13,2026,The share price of Myer will not be above $1 AUD during the year by 25 July 2026.,finance,Kate,,,0.85,0.8,0.86,0.3,0.5,0.9,0.6,0.5,0.9,0.8,0.86,0.9,0.8021838885585817,0.6,,0.6
2026-14,2026,Australia's unemployment rate will be always below 4.5% during 2026 (trend and seasonally adjusted).,finance,Jac,,,0.25,0.6,0.94,0.35,0.6,0.55,0.6,0.4,0.6,0.45,0.94,0.4,0.2689414213699951,0.5,,0.6
2026-15,2026,The Reserve Bank of Australia announces at least one interest rate reduction in 2026.,finance,Jac,,,0.6,0.3,0.72,0.25,0.5,0.35,0.6,0.5,0.2,0.35,0.72,0.1,0.19781611144141825,0.3,,0.7
2026-16,2026,The RBA will raise interest rates at least once,finance,Bruce,,,0.75,0.8,0.28,0.55,0.5,0.65,0.6,0.7,0.8,0.35,0.28,0.3,0.7310585786300049,0.4,,0.35
2026-17,2026,The US Federal Reserve will reduce interest rates at least twice and/or will reduce rates by at least 0.5% at a single meeting,finance,Bruce,,,0.6,0.7,0.88,0.65,0.6,0.45,0.6,0.5,0.45,0.5,0.88,0.6,0.7310585786300049,0.5,,0.6
2026-18,2026,The Australian dollar will reach 75 cents US at least once during 2026,finance,Bruce,,,0.6,0.4,0.48,0.25,0.5,0.25,0.6,0.6,0.3,0.55,0.48,0.2,0.19781611144141825,0.7,,0.2
2026-19,2026,"The Tesla share price will be below $US350 at least once (currently about $US455), and the company will deliver fewer cars in Q3 2026 than in Q3 2025 (497,099)",finance,Bruce,,,0.6,0.8,0.44,0.45,0.7,0.35,0.6,0.5,0.4,0.45,0.44,0.6,0.5,0.8,,0.33
2026-20,2026,A single account generates in excess of US$50m in gross returns from a single bet on one of Polymarket or another prediction market,finance,James M,,,0.1,0.15,0.18,0.3,0.6,0.05,0.6,0.3,0.4,0.4,0.3,0.2,0.8021838885585817,0.4,,0.1
2026-21,2026,Novo Nordisk stock price exceeds US$100/share,finance,James M,,,0.35,0.35,0.84,0.25,0.5,0.9,0.6,0.5,0.3,0.5,0.9,0.7,0.598687660112452,0.2,,0.3
2026-22,2026,Netflix will complete the acquisition of Warner Bros by 15 December,finance,David,,,0.25,0.4,0.12,0.25,0.7,0.05,0.6,0.6,0.4,0.5,0.2,0.6,0.19781611144141825,0.9,,0.33
2026-23,2026,Lululemon Athletica Inc (NASDAQ: LULU) will trade above US$300 before 15 December (including intraday),finance,David,,,0.2,0.3,0.74,0.3,0.5,0.35,0.6,0.4,0.25,0.4,0.72,0.1,0.19781611144141825,0.1,,0.33
2026-24,2026,Tariff revenue collected by the US will exceed $200 billion in the first three quarters of 2026.,finance,Leslie,,,0.55,0.85,0.89,0.72,0.6,0.65,0.6,0.6,0.4,0.4,0.89,0.8,0.8021838885585817,0.8,,0.33
2026-25,2026,The S&P 500 will reach 7500 (intra-day or end of day) on any day in 2026 on or before December 15.,finance,Leslie,,,0.55,0.6,0.95,0.62,0.5,0.55,0.6,0.5,0.7,0.5,0.9,0.5,0.7310585786300049,0.8,,0.45
2026-26,2026,Australian cherry sales will exceed A$300m for 2024-25 as reported by Cherry Growers Australia Limited or equivalent organisation.,finance,Christine,,,0.45,0.9,0.64,0.2,0.5,0.4,0.6,0.6,0.3,0.5,0.7,0.2,0.19781611144141825,0.5,,0.33
2026-27,2026,"By 15 December, Microsoft will have settled the Federal Court case for its alleged misleading/deceptive conduct for people subscribing to Microsoft 365.",law,Jac,,,0.6,0.4,0.91,0.25,0.6,0.6,0.6,0.5,0.6,0.5,0.91,0.1,0.19781611144141825,0.5,,0.4
2026-28,2026,Tyler Robinson initially enters a not guilty plea to the murder of Charlie Kirk,law,James M,,,0.8,0.8,0.97,0.82,0.5,0.75,0.6,0.6,0.3,0.65,0.95,0.1,0.7685247834990175,0.5,,0.5
2026-29,2026,There will be a new US Supreme Court judge by 15 December,law,David,,,0.4,0.4,0.38,0.3,0.5,0.25,0.6,0.5,0.4,0.45,0.38,0.2,0.19781611144141825,0.5,,0.33
2026-30,2026,The US Supreme Court will decide that the president’s emergency powers under IEEPA include the power to impose tariffs.,law,Leslie,,,0.4,0.3,0.82,0.2,0.6,0.65,0.6,0.6,0.2,0.5,0.82,0.2,0.19781611144141825,0.6,,0.2
2026-31,2026,Andrew Hastie will lead the Liberal Party by the end of November.,politics,Gael,,,0.55,0.65,0.32,0.65,0.4,0.25,0.6,0.5,0.4,0.5,0.35,0.4,0.598687660112452,0.2,,0.33
2026-32,2026,Rabuka will not be the PM of Fiji by 1 December.,politics,Kate,,,0.4,0.4,0.54,0.25,0.5,0.4,0.6,0.6,0.4,0.5,0.54,0.6,0.401312339887548,0.3,,0.33
2026-33,2026,Trump will win the 2026 Nobel Peace Prize,politics,David,,,0.1,0.1,0.02,0.15,0.3,0.05,0.6,0.4,0.2,0.3,0.01,0.3,0.19781611144141825,0.8,,0.15
2026-34,2026,"During 2026, Trump will be incapacitated from serving as President of the USA.",politics,Christine,,,0.4,0.3,0.14,0.08,0.5,0.1,0.6,0.3,0.1,0.3,0.14,0.1,0.19781611144141825,0.7,,0.1
2026-35,2026,"At least one of the following will lose their position in Trump’s  cabinet: RFK, Pete Hegseth, Susan Wiles.",politics,Kate,,,0.6,0.3,0.72,0.6,0.6,0.55,0.6,0.6,0.4,0.45,0.72,0.6,0.8021838885585817,0.4,,0.48
2026-36,2026,Trump’s nominee to lead the Federal Reserve will be named Kevin,politics,Bruce,,,0.45,0.6,0.11,0.65,0.5,0.35,0.6,0.7,0.75,0.4,0.11,0.1,0.8021838885585817,0.5,,0.33
2026-37,2026,"US military soldiers or missiles will enter Greenland, Iran, Colombia, Mexico or Cuba without the country’s (government) permission",politics,Lachy,,,0.65,0.6,0.16,0.98,0.3,0.3,0.6,0.6,0.5,0.55,0.9,0.4,0.8807970779778823,0.5,,0.33
2026-38,2026,US bombs or commits ground forces to Iran,politics,James M,,,0.6,0.4,0.08,0.92,0.3,0.15,0.6,0.6,0.45,0.4,0.9,0.5,0.8807970779778823,0.5,,0.45
2026-39,2026,"USA demands Denmark cedes Greenland in exchange for continued support for NATO and/or EU, or the USA bombs, commits ground forces or sends naval vessels to Greenland",politics,James M,,,0.6,0.2,0.03,0.92,0.4,0.25,0.3,0.4,0.3,0.45,0.7,0.5,0.19781611144141825,0.6,,0.33
2026-40,2026,The American Republican Party will lose the House of the Representatives during this year's mid-terms.,politics,Iain,,,0.45,0.8,0.86,0.65,0.6,0.55,0.7,0.6,0.6,0.6,0.86,0.6,0.7310585786300049,0.5,,0.2
2026-41,2026,Netanyahu will not be tried through to a verdict this year for any of his appalling crimes.,politics,Iain,,,0.7,0.95,0.92,0.92,0.7,0.8,0.6,0.7,0.95,0.55,0.99,0.99,0.8807970779778823,0.5,,0.95
2026-42,2026,Vladimir Putin will not cease brutal military attacks against the citizens of the Ukraine during 2026. This will be evidenced by the fact that the Guardian does not state that a ceasefire is in place.,politics,Iain,,,0.55,0.4,0.96,0.78,0.7,0.75,0.6,0.6,0.6,0.55,0.96,0.8,0.8021838885585817,0.6,,0.65
2026-43,2026,"China will make a military incursion into Taiwan beyond entry to their airspace, that major news outlets mark as an attack",politics,Andrew,,,0.45,0.2,0.22,0.08,0.5,0.2,0.3,0.3,0.4,0.4,0.22,0.3,0.19781611144141825,0.5,,0.2
2026-44,2026,"Trump or King Charles will mention at least one of the following during Charles’ trade visit to the US (confirmed by recording or mainstream media reporting):
eparations for the War of Independence
   • Comparisons between the Trump White House ballroom and Buckingham Palace
   • Any of the following conditions as part of the trade deal itself:
      • carve outs or special conditions for the Duchy of Cornwall estates
      • a Royal Warrant to Lockheed Martin for provision of the Trident ICBMs
      • a percentage of the King's sturgeon, whales or swans 
      • forced repatriation of Meghan and Harry.",royals,Lachy,,,0.2,0.4,0.12,0.02,0.3,0.05,0.3,0.5,0.4,0.4,0.1,0.5,0.35434369377420455,0.5,,0.15
2026-45,2026,Rupert Murdoch will at last die during the year of 2026.,society,Iain,,,0.4,0.35,0.34,0.25,0.6,0.2,0.4,0.4,0.4,0.4,0.34,0.7,0.31002551887238755,0.5,,0.25
2026-46,2026,"Government school enrolments in Australia record an annual growth rate of less than 1%, lower than non-government school enrolments - according to the next ABS Schools data collection released in 2026.",society,Jac,,,0.8,0.99,0.78,0.92,0.6,0.5,0.7,0.6,0.8,0.5,0.78,0.8,0.8807970779778823,0.5,,0.5
2026-47,2026,There will be 7 or more Chinese universities in the top 50 (as ranked by Shanghai Ranking/ARWU),society,Eileen,,,0.6,0.3,0.82,0.35,0.6,0.35,0.4,0.4,0.45,0.6,0.82,0.9,0.19781611144141825,0.6,,0.35
2026-48,2026,"In the next World Happiness report released in 2026, Australia will be ranked higher than New Zealand and the USA.",society,Jac,,,0.7,0.7,0.94,0.78,0.6,0.8,0.7,0.4,0.5,0.55,0.95,0.8,0.8021838885585817,0.9,,0.33
2026-49,2026,China will have a happiness index of over 6.25 for the year of 2025 (as measured here https://www.statista.com/statistics/1055625/china-happiness-index-united-nations/),society,Eileen,,,0.6,0.3,0.76,0.08,0.5,0.1,0.6,0.6,0.1,0.4,0.76,0.1,0.11920292202211757,0.9,,0.33
2026-50,2026,Pope Leo will formally approve the German “Synodal conference” (including with mutually agreed conditions).,society,Lachy,,,0.45,0.6,0.44,0.35,0.5,0.4,0.6,0.5,0.3,0.5,0.44,0.3,0.7310585786300049,0.1,,0.33
2026-51,2026,"Japan's official birth rate figure for 2025 will be below 5.2 (per 1000, results due soon)",society,Andrew,,,0.8,0.1,0.01,0.25,0.6,0.3,0.4,0.4,0.3,0.4,0.01,0.3,0.19781611144141825,0.9,,0.45
2026-52,2026,Dartmouth College will rank in the top 15 of the Financial Times Global MBA 2026 list.,society,Leslie,,,0.4,0.4,0.68,0.25,0.6,0.25,0.65,0.65,0.3,0.4,0.68,0.2,0.19781611144141825,0.9,,0.7
2026-53,2026,"One country will formally announce it is making a four-day work week available to all  public-sector employees nationwide, with an implementation date set.",society,Rohan,,,0.45,0.3,0.52,0.35,0.5,0.3,0.2,0.4,0.1,0.45,0.52,0.1,0.598687660112452,0.9,,0.35
2026-54,2026,Spain will win the World Cup.,sport,Gael,,,0.3,0.3,0.18,0.15,0.5,0.2,0.4,0.4,0.1,0.4,0.2,0.4,0.6456563062257954,0.5,,0.18
2026-55,2026,Australia will win a match in any world cup round despite having less than 45% possession of the ball.,sport,Rohan,,,0.4,0.4,0.62,0.65,0.6,0.7,0.3,0.3,0.4,0.55,0.6,0.5,0.7685247834990175,0.5,,0.6
2026-56,2026,Italy will not qualify for the 2026 FIFA World Cup.,sport,James F,,,0.4,0.3,0.12,0.25,0.3,0.15,0.65,0.6,0.6,0.5,0.12,0.2,0.19781611144141825,0.5,,0.25
2026-57,2026,FIFA Peace Prize recipient Donald Trump will make a statement or social media post implying that the 2026 World Cup is rigged against the United States.,sport,James F,,,0.45,0.4,0.48,0.15,0.6,0.3,0.7,0.6,0.2,0.6,0.48,0.5,0.19781611144141825,0.6,,0.1
2026-58,2026,Alcaraz will win Wimbledon.,sport,Gael,,,0.45,0.4,0.46,0.28,0.6,0.4,0.4,0.5,0.7,0.45,0.46,0.2,0.35434369377420455,0.6,,0.3
2026-59,2026,India will win at least five of its eight cricket matches in the tour against the British of July 2026.,sport,Iain,,,0.4,0.4,0.75,0.5,0.6,0.3,0.3,0.5,0.1,0.55,0.75,0.7,0.7685247834990175,0.6,,0.3
2026-60,2026,Pogacar will win his 5th Tour de France in 2026,sport,David,,,0.55,0.6,0.82,0.55,0.6,0.6,0.5,0.6,0.7,0.5,0.82,0.3,0.7685247834990175,0.6,,0.25
2026-61,2026,"At least 15 women will enter the Sydney Hobart race in 2026 as owners or skippers, according to the finalized list announced mid-December.",sport,Leslie,,,0.55,0.7,0.74,0.45,0.6,0.4,0.65,0.5,0.7,0.55,0.74,0.2,0.31002551887238755,0.6,,0.15
2026-62,2026,Arsenal football club will win the English Premier League :).,sport,Rohan,,,0.6,0.8,0.78,0.4,0.5,0.75,0.65,0.6,0.7,0.75,0.8,0.8,0.7685247834990175,0.7,,0.9
2026-63,2026,The 2026 Formula 1 World Driver’s Champion will not have the letter ‘n’ anywhere in their surname.,sport,James F,,,0.4,0.4,0.22,0.35,0.4,0.45,0.6,0.5,0.6,0.5,0.2,0.2,0.35434369377420455,0.8,,0.45
2026-64,2026,The Stoke Space Nova rocket will achieve orbit.,technology,Lachy,,,0.35,0.6,0.48,0.35,0.5,0.45,0.4,0.6,0.3,0.5,0.48,0.2,0.598687660112452,0.8,,0.33
2026-65,2026,The OpenAI / Jonny Ive device will be officially revealed and OpenAI will confirm the device will not require users to also carry a smartphone.,technology,Lachy,,,0.6,0.6,0.64,0.15,0.6,0.4,0.6,0.6,0.7,0.5,0.64,0.1,0.19781611144141825,0.8,,0.33
2026-66,2026,One of the top 10 YouTube accounts (by subs) will feature primarily AI content.,technology,Andrew,,,0.2,0.3,0.41,0.15,0.6,0.05,0.3,0.3,0.3,0.4,0.41,0.1,0.7310585786300049,0.9,,0.38
2026-67,2026,ChatGPT Health will be directly responsible for a death (advice that was followed resulted in a death that wouldn't have otherwise occurred),technology,Andrew,,,0.9,0.6,0.28,0.25,0.5,0.15,0.3,0.5,0.3,0.4,0.28,0.1,0.19781611144141825,0.5,,0.1
2026-68,2026,"At least one country will ban TikTok outright for the general public during 2026, with the ban announced by the national government.",technology,Rohan,,,0.7,0.6,0.88,0.95,0.6,0.95,0.4,0.6,0.1,0.4,0.88,0.8,0.7310585786300049,0.5,,0.4
2026-69,2026,"At least one country will announce or pass a law in 2026 that restricts social media access for users under 16, explicitly citing Australia’s under-16 social media ban as a reference or inspiration.",technology,Rohan,,,0.8,0.8,0.93,0.92,0.6,0.65,0.8,0.7,0.6,0.5,0.9,0.7,0.8581489350995123,0.5,,0.4
2026-70,2026,"A major airline (as determined by the first 15 from this list: https://companiesmarketcap.com/aud/airlines/largest-airlines-by-market-cap/  at the 15th of December) will introduce a “standing” or “semi-standing”, or a double decker seat design on at least one commercial route, with tickets publicly available for sale.",technology,Rohan,,,0.2,0.3,0.08,0.02,0.3,0.1,0.3,0.3,0.1,0.5,0.08,0.1,0.11920292202211757,0.5,,0.08
2026-71,2026,BYD triples (or more) Tesla's sales/deliveries for 2026. (Tesla uses deliveries as their equivalent measure),technology,Eileen,,,0.65,0.7,0.15,0.45,0.4,0.15,0.6,0.6,0.7,0.55,0.2,0.1,0.19781611144141825,0.5,,0.2
2026-72,2026,"China will have over 35% of its energy production from renewables in the next year of data released (currently 2024 at 32.55%, source wiki)",technology,Eileen,,,0.7,0.8,0.97,0.92,0.7,0.7,0.6,0.6,0.9,0.5,0.98,0.8,0.8807970779778823,0.5,,0.4
